# Community catalog for Cursors: cursor sets on rw-designer.com, most downloaded first.
# Generated by tools/update-catalog.ps1 on 2026-09-15 from 11552 sets. It lists names and links only;
# the app downloads a set from rw-designer.com when it is clicked. Each set is licensed by its author, as shown on its page.
slug	name	author	downloads	license	cursors	roles	animated	toprated	arrow	link	text	busy
highlight-purple-10	Highlight Purple 10	RIDDLER	3603	Custom (contact author)	17	17	2	1	158543	158557	158548	158546
pink-cupcake-2-md	Pink Cupcake Pastelito	ツ☪ NaLexnu ♡♥	3600	Release to Public Domain	18	15	4	1	91612	91609	91616	91614
gudetama	Gudetama	Britichi6	3598	Release to Public Domain	15	15	3	1	186046	186058	186048	186059
moonshine	Super Aero Black	juanello	3598	Release to Public Domain	26	11	8	1	35380	35367	35385	35366
collection-of-mario-2	Collection of Mario #2	creativity_crew	3593	Attribution+NonCommercial (CC by-nc)	15	1	13	1	140589			
star	Star	The Sword of the Heart	3591	Attribution Required (CC by)	15	14	12	0	1918	1932	1921	1920
scanners-series	Scanners series (animated)	2ndmowae	3589	Release to Public Domain	14	14	14	0	127126	127146	127130	127137
zap-zap	Zap	2ndmowae	3589	Release to Public Domain	16	15	16	1	128857	128875	128863	128861
chickenyellowmd	Yellow Kawaii Chicken	ツ☪ NaLexnu ♡♥	3588	Custom (contact author)	15	15	3	1	126386	126383	126389	126387
lightning	Lightning	Lightning	3588	Release to Public Domain	15	15	0	0	140558	140569	140568	140572
rainbow-5	Rainbow	Just a Random Guy	3587	Release to Public Domain	15	15	6	1	65742	65756	65747	65745
pokeballs	Poke Ball Set	solos90	3586	Release to Public Domain	15	12	1	0	14656	14658	14663	14653
small	Small	Mr X	3584	Release to Public Domain	15	15	15	1	75000	75001	74993	74988
pink-zoom	Pink zoom	Bo	3583	Release to Public Domain	10	10	10	1	167766	167767		167769
balls	balls	ball	3581	Release to Public Domain	17	15	17	0	180760	180767	180772	180761
purple-donut	Purple Donut	Orisnismy88	3579	Attribution+NonCommercial (CC by-nc)	15	14	3	0	122330	122327	122333	122331
mixed	All Mixed Up	adrenochromedream	3578	Custom (contact author)	123	14	107	0	108980	109181	109079	109105
pac-man-cursors-by-mario-nintend	Pac-Man™	MaxiGamer™	3577	Release to Public Domain	7	4	6	0	26284	26290		26289
highlight-light-green-10	Highlight Light Green 10	RIDDLER	3575	Custom (contact author)	17	17	2	0	158741	158755	158746	158744
luffy-new-world-punter	Luffy New World	000	3574	Release to Public Domain	18	17	17	1	161128	161142	161133	161145
oneyear	One Year	Daniel W.	3574	Attribution Required (CC by)	15	15	9	1	11116	11124	22578	11117
liyana-s-bts-zip	Bts	♠♣♥♦Liyan Graphicsツ	3573	Release to Public Domain	7	1	0	1	165632			
fortnite-the-visitor	Fortnite - The visitor	Nikentomolog	3572	Release to Public Domain	22	17	22	1	111612	111793	111639	111643
cute-love	Cute icons.	Lisacha	3571	Release to Public Domain	4	1	1	0	22781			
tinnyninja	Tinny Ninja from Japan	Funny Snowman	3569	Release to Public Domain	10	9	10	1	49296	49305	49300	49299
lgbt-pride	LGBT Pride	beedril	3568	Release to Public Domain	8	1	0	0	114515			
minecraft-gui	Minecraft	Neil	3562	Release to Public Domain	19	17	2	1	230813	254228	254223	254179
just-monika-cursorset-ddlc	Just Monika DDLC	Just_Another_Cursor_	3558	Attribution+NonCommercial (CC by-nc)	5	5	3	1	105829	105833	105831	105832
neon-2	neon	Star	3556	Release to Public Domain	6	0	0	1	215824			
minecraft-3	Minecraft	TheChosenOne	3554	Release to Public Domain	5	2	5	0	62688			
blue-glass-pointer	BLUE glass pointer	J	3550	NonCommercial Usage Only (CC nc)	13	13	13	1	67854	67855	67844	67846
cute-little-pink-mimi-destino	Cute Little Pink	ツ☪ NaLexnu ♡♥	3549	Attribution+NonCommercial (CC by-nc)	15	15	5	0	90594	90592	90596	90586
black-n-blue	Black-n-Blue	Cameron	3548	Release to Public Domain	14	14	0	0	29436	29463	29455	29453
blue-beveled	Blue Beveled	yawnz	3548	Release to Public Domain	13	12	5	0	48851	48863	48856	48854
minecraft-sets	Minecraft	X3FallenNik	3548	Release to Public Domain	17	17	6	0	146893	146888	146895	146883
minecraft-faces-1	Minecraft faces	Nick	3546	Release to Public Domain	37	0	0	0	62122			
infinity-gauntlet	Infinity Gauntlet	KittyKata12	3545	Release to Public Domain	16	15	7	1	125339	125354	125344	125342
normal	Normal	Mhmd.Jb	3541	Release to Public Domain	10	1	0	0	193231			
swords-and-crosses	Swords And Crosses	TR-freak	3536	Release to Public Domain	12	12	0	1	19174	19179	19180	19177
evolutionos-pack	EvolutionOS pack	DeathkidVR	3534	Release to Public Domain	16	15	2	1	145579	145572	145588	145574
dot-1	Dot	ARGs	3532	Release to Public Domain	17	17	0	1	179073	179087	179078	179076
fire-reinvention	fire reinvention	The Male Boss	3531	Release to Public Domain	15	15	5	1	104917	104931	104922	104920
sniper-scope	Sniper Scope	Wolf Soulblood	3528	Release to Public Domain	15	15	4	0	46372	60103	46380	60102
all-that-gliters	All That Gliters	oneloneman	3514	Attribution Required (CC by)	6	6	6	1	8026	8031		8029
gold	Gold	Daniel W.	3508	Attribution Required (CC by)	5	5	0	0	9087			9085
alex-cat	Alex	Bobcat	3507	Release to Public Domain	16	15	13	1	154947	154960	154952	154950
camtasia-studio-2013	Camtasia	juanello	3507	Release to Public Domain	15	0	0	0	47193			
dark-glow-set	Dark Glow	hikick8	3507	Release to Public Domain	14	14	14	1	18095		18108	18097
super-smash-flash-m	SMW-Style Smash Bros Mario	nibbler	3498	Release to Public Domain	15	15	15	1	83356	83371	83362	83359
hydro-element	Hydro Element	LisSweetie	3497	Attribution Required (CC by)	39	15	17	1	162544	162588	162559	162555
cute-little-flower	Cute Little Flower	Mary Chan	3492	Attribution+NonCommercial (CC by-nc)	16	15	6	0	94401	94399	94403	94393
kawaiicutewbunnymd	Kawaii Cute White Bunny	ツ☪ NaLexnu ♡♥	3492	Attribution+NonCommercial (CC by-nc)	21	17	8	1	176448	176444	176451	176438
red-and-black	Red And Black	grotesquemess	3490	Release to Public Domain	15	15	3	1	44582	44596	44587	44585
xl-light-blue	Extra Large Light Blue	darix555	3490	Release to Public Domain	15	0	2	1	160025			
blue-spirit	Blue Spirit	oneloneman	3489	Attribution Required (CC by)	9	6	7	1	8311	8320		8315
sweets-2	Sweet Dreams	adrenochromedream	3489	Custom (contact author)	51	14	40	0	107422	107480	107501	107451
mlpfim-mane-six-cutie-marks	My Little Pony Friendship is Magic; The Mane Six	Dido	3488	Release to Public Domain	6	1	0	1	40116			
pac-maniac	Pac-Maniac	Matias0211	3488	Release to Public Domain	40	12	40	1	37481	37475	37498	37460
material-design-light	Material Design Light	Yoon_0117	3482	Release to Public Domain	17	17	2	1	145600	145616	145607	145604
zzbr	ZZBR	RIDDLER	3482	Release to Public Domain	15	15	15	1	109244	109259	109249	109247
color-6	Color	ARGs	3480	Attribution Required (CC by)	15	15	2	0	145711	172622	145716	145714
pixel	pixel	ten	3480	Release to Public Domain	13	13	3	1	52844	52846	52847	52856
red-orange-gradient	Red & Orange Gradient	oskiebadoskie	3475	Release to Public Domain	8	8	5	1	143378	143385	143383	143379
xxl-red	XXL Red	RIDDLER	3473	Release to Public Domain	15	15	2	1	105913	105926	105917	105915
pokemon-trozei	Pokemon Trozei	cursore	3472	Attribution+NonCommercial (CC by-nc)	65	1	65	1	46285			
destiny	Destiny	quackyduck	3469	Release to Public Domain	15	15	15	1	114280	114278	114282	114273
mariposa-buterfly	Mariposa/Buterfly	spiderkid	3469	Release to Public Domain	15	15	14	1	27667	27681	27672	27670
binary-enchanced-ultra-violet-sh	Binary Enchanced - Ultra Violet Shadow	RIDDLER	3468	Custom (contact author)	22	17	6	1	153845	153862	153853	153850
pminimaclmd	Purple Mini Mac Love	ツ☪ NaLexnu ♡♥	3466	Attribution+NonCommercial (CC by-nc)	17	17	2	1	95457	95455	95459	95449
ditto	Ditto	padu008	3461	Release to Public Domain	5	5	0	1	34687		34690	34688
oxy-neon-pink	Oxy-Neon Pink	RIDDLER	3459	Custom (contact author)	16	15	2	0	155922	155936	155927	155925
aero-pantone-2001-fucia-rose-	Aero Pantone 2001 Fucia Rose Mini	4qts	3458	Release to Public Domain	18	17	2	1	134480	134484	134493	134481
gold-galoo	Gold Galoo	ZeloZelos	3458	Release to Public Domain	14	14	14	1	29756	29757	29786	29776
snake-2	Snake	hhhh	3458	Attribution Required (CC by)	15	15	15	1	114465	114479	114470	114468
more-christmas	More Christmas	Censor_Not	3455	Release to Public Domain	17	15	5	1	104338	104339	104340	104343
green-heart-kawaii	Green Heart Kawaii	Orisnismy88	3452	Attribution+NonCommercial (CC by-nc)	15	15	3	0	127277	127274	127280	127278
osu-yugen	osu yugen	KingTB	3451	Release to Public Domain	7	6	3	1	111794	111795	111800	111796
red-dot-sight	Red Dot Sight	SYNTHCRѺ	3450	Attribution+NonCommercial (CC by-nc)	8	1	0	1	47974			
diablo-1	DIABLO 1	THTH	3449	Release to Public Domain	20	12	2	0	208499		208506	208501
runescape-zamorak	Dabomb's Zamorakian Runescape	Dabomb10100	3449	Attribution Required (CC by)	25	10	0	0	4284	4292	4278	4286
animated-red-sword-fire-glow-	Red Swords Animated	Xuruki	3446	Release to Public Domain	14	12	12	0	57773	57778	57777	57774
burning-1	Burning	SYNTHCRѺ	3445	NonCommercial Usage Only (CC nc)	15	15	15	1	42315	42324	42318	42326
blue-glass	Blue Glass	Panovola	3441	Release to Public Domain	15	15	2	0	24541	24594	24553	24544
inin	inin	inin0904	3438	Release to Public Domain	5	1	3	1	14719			
roblox-2016-cur-sor	Roblox 2016 cur sor	Itskaud	3438	Release to Public Domain	8	8	2	1	227047	227046		227048
finger-tip-1	Finger Tip 1	T Bird	3435	Release to Public Domain	16	13	3	0	22909	22921	22915	22910
desaparezco-sameer	Desaparezco By Sameer	Sameer	3432	Attribution Required (CC by)	15	15	15	0	4050	4065	4055	4051
shadow-mephiles-animated	Shadow/Mephiles animated	PkN0PE	3431	Release to Public Domain	14	13	14	1	127295	127297	127300	
open-zone-black	Open Zone Black	nibbler	3426	Free Art (copyleft)	34	15	2	1	119437	119438	119450	119448
sayon-cursor-set-2-rainbow	Rainbow	Say on	3419	Release to Public Domain	15	15	15	0	41703	41700	41704	41694
vs-lover2	Vs Version 6.0	ᘻᗩᑢᒪᓍᐺᘿᖇ Alt\'s	3419	Release to Public Domain	16	16	2	0	164258	164274		164262
colors-busy	Busy colors	bouderbabari	3411	Release to Public Domain	8	1	8	0	21942			21942
lars-kurth-art-design-8	LARS.KURTH art-design 8	LARS.KURTH.ad	3409	Attribution Required (CC by)	17	17	0	1	180102	180105	180116	180118
harry-potter-books	Harry Potter Books	Tubby	3408	Attribution Required (CC by)	7	0	0	0	3066			
kawaiipig4mimidestino	Kawaii Pig Cerdito Tierno Cute 4	ツ☪ NaLexnu ♡♥	3407	Attribution+NonCommercial (CC by-nc)	24	17	6	1	182047	182055	182061	182049
binary-enchanced-red-shadow	Binary Enchanced - Red Shadow	RIDDLER	3402	Custom (contact author)	22	17	6	1	153825	153842	153833	153830
draculaura	Draculaura	PandieBonf	3401	Custom (contact author)	17	17	17	1	241101	241102	241110	241103
vs-mac	Vs Version 5	ᘻᗩᑢᒪᓍᐺᘿᖇ	3400	Release to Public Domain	17	16	2	1	157068	157088	157073	157071
dim-nitro-green	Dim Nitro Green	Yuri	3399	Release to Public Domain	17	17	16	1	156096	156110	156101	156099
kawaii-axolotl	Kawaii Axolotl	CutePusheenLove	3399	Release to Public Domain	17	17	0	1	184230	184236	184233	184232
oxy-neon-red	Oxy-Neon Red	RIDDLER	3396	Custom (contact author)	16	15	2	0	155940	155954	155945	155943
chevy	ROG	Chevpeppz	3395	Release to Public Domain	15	15	4	0	152467	152481	152472	152470
gem-cursors	Gem	JDDellGuy	3393	Release to Public Domain	60	15	60	1	27559	27557	27561	27551
big-and-small	Big and small	do not exist	3392	Release to Public Domain	3	1	0	0	60277			
extenza-crystal	Extenza Crystal	RIDDLER	3392	Custom (contact author)	16	15	3	1	157930	157946	157937	157934
ice-cream-kawaii-white	Ice Cream Kawaii White	Orisnismy88	3389	Attribution+NonCommercial (CC by-nc)	15	15	3	1	122154	122150	122157	122155
coffee-1	Coffee	MintPepper	3388	Custom (contact author)	16	15	9	1	115721	115722	115732	115725
oxy-pink	Oxy Pink	RIDDLER	3387	Custom (contact author)	15	15	2	1	214292	214306	214297	214295
osu-1	Osu!	sparta030	3377	Release to Public Domain	8	1	0	1	147184			
fortnite-skull-trooper	Fortnite : Skull Trooper	Nikentomolog	3371	Release to Public Domain	29	17	11	0	113846	113863	114115	113851
minecraft-cursors	Minecraft	jaysus	3366	Release to Public Domain	11	11	1	0	38331	38330	38333	38325
no-internet-dino	No Internet Dino	Bobcat	3365	Release to Public Domain	17	17	11	1	151895	151910	151900	151898
pok-mon-character	Brendan Pokémon	HusenPo	3365	Release to Public Domain	21	15	21	0	69361	69351	69362	69355
stickman-4	Black The Stickman	Axolotlsarecute	3363	Release to Public Domain	15	15	15	1	174987	174986	174990	174980
3d-yellow	3D Gold	nibbler	3362	Release to Public Domain	42	15	38	1	84278	84296	84283	84284
cute-polar-bear	CUTE POLAR BEAR	Unknown	3362	Attribution+NonCommercial (CC by-nc)	18	17	3	1	229192	229201	229206	229195
elektrik-series	Elektrik Series	2ndmowae	3361	Release to Public Domain	15	15	6	0	121980	121981	121985	121997
fidget-spinners	fidget spinners	The Male Boss	3361	Custom (contact author)	12	1	1	0	100175			
black-and-orange	Black-n-Orange	Cameron	3360	Release to Public Domain	14	14	0	0	29941	29954	29946	29944
cupcake-s-princess-mimidestino	Cupcake's Princess	ツ☪ NaLexnu ♡♥	3360	Attribution+NonCommercial (CC by-nc)	15	15	1	1	67472	67469	67475	67709
aeon-reloaded	AEON ⚪	AJaxx	3357	Custom (contact author)	17	15	16	1	86756	86765	86760	86748
gojo-but-better	gojo but better	that_guy69rizzler	3357	Release to Public Domain	4	4	0	0	208965	208964		
rog-normal-and-select	ROG normal and select	TheGR	3356	Release to Public Domain	3	2	1	0	66977	66978		
cyan-among-us	Cyan Among Us	FlameDropsIn	3355	Release to Public Domain	17	17	17	0	143131	143128	143134	143121
3d-silver	3D Silver	nibbler	3353	Custom (contact author)	76	17	44	0	120502	120906	120525	120510
rainbow-11	random rainbow pack	littlelego	3353	Release to Public Domain	10	3	0	0	98012			
special-1	Special Pens	EzequielEzBrasil	3347	Release to Public Domain	7	1	1	1	90383			
stickman-2	Stickmen	creativity_crew	3342	Release to Public Domain	9	9	9	0	67023	67031	67025	67024
leaf	Leaf	nibbler	3340	NonCommercial Usage Only (CC nc)	15	15	2	0	86776	86790	86781	86779
steak-texture-pack	Steak Texture Pack	izzibusy166	3340	Release to Public Domain	17	14	5	1	227965	227954	227964	227962
apple-pink	Apple Pink	Orisnismy88	3339	Attribution+NonCommercial (CC by-nc)	15	14	3	1	122453	122449	122456	
pinkandbluestars	Pink and blue stars	Nerezza	3337	Release to Public Domain	15	15	5	1	119814	119815	119826	119816
macos-1	macOS	Minecraft2.0	3335	Release to Public Domain	5	5	2	0	161147			161148
charmander	Charmander	pokemondawg2	3334	Release to Public Domain	16	15	16	0	38304	38311	38314	38303
kirby-warp-star	Kirby and Warp Star	anesthes	3334	Release to Public Domain	10	10	7	0	101891	101887		101888
diamos	DiamOS	hamzasolom20	3330	Release to Public Domain	17	17	2	1	193596	193597	193604	193599
clasiclixuxcursors	Classic Linux	Anonymous	3326	Release to Public Domain	9	8	9	0	22132	22140		22134
cutemarshmallow-mimidestino	Cute Kawaii Sweet Marshmallow	ツ☪ NaLexnu ♡♥	3326	Attribution+NonCommercial (CC by-nc)	18	15	6	1	94205	94203	94207	94197
super-red	SUPER RED	juanello	3323	Release to Public Domain	11	8	1	0	31332	31333		31332
raiden-shogun	Raiden Shogun	astro.mp3	3322	Attribution+NonCommercial (CC by-nc)	17	17	12	0	201861	206583	201866	201864
3d-cursors-animated	Animated 3D	Aston	3320	Attribution Required (CC by)	15	14	2	0	11699		11707	12731
science-cursors-animated	Science	ScienceDiscoverer	3320	Release to Public Domain	14	13	3	1	12538	12543	12542	12535
binary-enchanced-white-black-sha	Binary Enchanced - White & Black Shadow	RIDDLER	3315	Custom (contact author)	22	17	6	1	153016	153032	153022	153020
runescape-protection-from-	Runescape Protection From Melee Set(NOT MY ORIGINAL WORK!!!! SEE DESCRIPTION)	Blu (Rikki)	3315	Attribution Required (CC by)	12	12	3	1	89801		89810	89803
aero-black-green-lightcm	Aero black/green	LightCM	3313	Release to Public Domain	15	15	15	1	111226	111223	111229	111241
orange-among-us-1	Orange Among Us (Darker)	FlameDropsIn	3313	Release to Public Domain	17	17	17	0	143207	143204	143210	143197
rainbow-21	Rainbow	Bobcat	3312	Release to Public Domain	17	16	17	1	145159	145246	145238	145163
sr3-v64	Saints Row : The Third	Virum64	3310	Release to Public Domain	15	15	8	0	54954	54970	54959	54957
legend-of-zelda-ocarina-of-time	Legend Of Zelda Ocarina Of Time	epicbarbarian155	3309	NonCommercial Usage Only (CC nc)	16	15	3	0	134240	134254	134245	134242
gaming-cusors	Gaming	Dhruvesh	3308	Release to Public Domain	12	1	0	1	155675			
school-buses	School Buses	nike nut	3307	Attribution Required (CC by)	3	0	1	0	5373			
cryo-element	Cryo Element	LisSweetie	3306	Attribution Required (CC by)	48	15	21	1	162347	162383	162355	162352
glass-3	Glass	Rando	3303	Release to Public Domain	15	15	2	1	138121	138119	138125	138116
shadow-milk-cookie	Shadow Milk Cookie	mouse	3302	Attribution+NonCommercial (CC by-nc)	15	15	15	1	229799	229797	229801	229792
dogsparkle	Sparkly Dog	ツ☪ NaLexnu ♡♥	3296	Attribution+NonCommercial (CC by-nc)	15	15	14	1	122370	122368	122372	122362
nintendo-v64	Nintendo Consoles	Virum64	3296	Release to Public Domain	12	0	12	1	41018			
blackred	BlackRed	cthordids	3295	Release to Public Domain	11	11	0	1	54051	54056		
mechanical	Mechanical ⚫	AJaxx	3295	Custom (contact author)	21	15	20	1	107044	107050	107057	107043
kawaiipinkminecraft	Kawaii Pink Minecraft	ツ☪ NaLexnu ♡♥	3294	Attribution+NonCommercial (CC by-nc)	29	17	12	1	185137	185141	185159	185129
zhonglimd	Zhongli	ツ☪ NaLexnu ♡♥	3294	Attribution+NonCommercial (CC by-nc)	20	17	7	1	183553	183549	183558	183542
kawaii-green-ic-mimi-destino	Kawaii Green Ice Cream	ツ☪ NaLexnu ♡♥	3290	Attribution+NonCommercial (CC by-nc)	20	17	9	1	92873	92871	92875	92864
gamermouse-wip	Gamermouse (WIP)	william alexander	3289	Release to Public Domain	6	6	2	0	143421		143427	143424
nitro-tech	Nitro-Tech ⚫	AJaxx	3288	Custom (contact author)	19	15	18	1	101283	101281	101288	101274
white-red-set	White Arrow Red Shadow	koby_elian2000	3282	Release to Public Domain	15	15	0	0	27941	27939	27947	27936
gradient-colorful	Gradient colorful	CutePusheenLove	3281	Release to Public Domain	6	1	0	1	134312			
element-1	Element	Axolotlsarecute	3280	Release to Public Domain	8	0	8	1	161067			
maxx-red-mimi-destino	Maxx Red MD	ツ☪ NaLexnu ♡♥	3280	Attribution+NonCommercial (CC by-nc)	17	17	12	0	93190	93188	93192	93182
pusheen	Pusheen	Mahlzeit	3276	Release to Public Domain	14	14	2	1	76323	76321	76325	76315
awesome-face-deluxe-2011-edition	Awesome Face Deluxe (2011)	8Bit	3267	Release to Public Domain	16	15	2	0	26359	26374	26364	26362
magical	Magical	Slipping Star	3264	NonCommercial Usage Only (CC nc)	15	15	6	0	61350	61348	61352	61342
pink-1	Pink	juanello	3259	Release to Public Domain	14	14	2	0	47314	47315	47326	47318
cursorsetalien	cursorsetalien	Gonza Gamer	3253	Release to Public Domain	14	13	14	0	59397	59407	59401	59406
rush	Rush	2ndmowae	3251	Release to Public Domain	14	14	13	1	122138	122176	122310	122143
special-skill-swords	blades	swordscollector	3248	Release to Public Domain	6	1	1	0	18584			
cyberpunk-blue-dark	Cyberpunk Blue Dark	codewar65	3245	Attribution Required (CC by)	19	15	19	1	98656	98654	98660	98647
arkanus-reloaded	Arkanus ⚫	AJaxx	3244	Custom (contact author)	15	15	15	1	107147	81989	81993	107146
cursor-cursors-3	YELLOW SPIRIT	juanello	3239	Release to Public Domain	14	13	2	0	31216	31221	31229	31217
llx-monochrome-black-dark	LLX Monochrome Black Dark	RIDDLER	3238	Custom (contact author)	23	16	4	0	150972	150991	150980	150977
sussy-baka-amogus	sussy baka amogus	ツ☪ spunch_bop♡♥	3238	Attribution+NonCommercial (CC by-nc)	22	17	8	1	182181	182199	182188	182185
windows-10-aero-reloaded	Windows 10 Aero Reloaded	mki	3238	Release to Public Domain	19	13	6	1	145980	145965	145981	145971
etheros	Etheros	AJaxx	3237	Custom (contact author)	20	15	7	1	106527	106524	106531	106517
